ChEBI ID,ChEBI Name,SMILES,PubChem SID
191521,Eujambolin,O1C(C(OC(=O)C)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(OC)C(O)=C4)C,"SID: 85390312
CID: 74095102"
191659,Mesembryanthin,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(OC)C(O)=C3)C4=CC(OC)=C(O)C=C4)CO)[C@@H]5OC[C@@H](O)[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO)[C@H]5OC(=O)/C=C/C7=CC(OC)=C(O)C=C7,"SID: 85390447
CID: 100943914"
140763,Cinchonain Id 7-glucoside,O1C(OC2=C3C(CC(OC3=C4CC(O)C(OC4=C2)C5=CC(O)=C(O)C=C5)=O)C6=CC(O)=C(O)C=C6)C(O)C(O)C(O)C1CO,"SID: 85340438
CID: 85220096"
186754,"Gossypetin 7,8-dimethyl ether 4'-glucoside",O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(O)C=C(C=C2)C=3OC4=C(C(=O)C3O)C(O)=CC(OC)=C4OC)CO,"SID: 85385608
CID: 44260006"
197176,Isoscutellarein 7-(6'''-acetylallosyl-(1->2)-6''-acetylglucoside),O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(O)C=3OC(=CC(=O)C3C(O)=C2)C4=CC=C(O)C=C4)COC(=O)C)[C@@H]5OC([C@@H](O)[C@H](O)C5O)COC(=O)C,"SID: 85395917
CID: 44258572"
186955,Andrographidin A,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C3=C(O[C@@H](CC3=O)C4=CC=CC=C4)C(OC)=C(OC)C2)CO,"SID: 85385807
CID: 13963762"
186600,"Herbacetin 8-(2'',3''-diacetylxyloside)",O1[C@@H](OC=2C=3OC(=C(O)C(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4)C(OC(=O)C)[C@@H](OC(=O)C)[C@H](O)C1,"SID: 85385455
CID: 44259953"
177970,"7,4'-Dihydroxyflavone 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC=3OC(=CC(=O)C3C=C2)C4=CC=C(O)C=C4)CO,"SID: 85377013
CID: 44257571"
185372,Kaempferol 3-rhamnosyl-(1->4)-xyloside,O([C@H]1C(O)C(O)[C@@H](OC1)OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,"SID: 85384250
CID: 44258926"
187556,Isolimocitrol 3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C(OC)=C(O)C3OC)C4=CC(O)=C(OC)C=C4)CO,"SID: 85386399
CID: 44260061"
196635,Isookaninrhamnoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC2=C(O)C=3OC(CC(=O)C3C=C2)C4=CC(O)=C(O)C=C4)C,"SID: 85395378
CID: 42607834"
186163,Kaempferol 3-rhamnosyl-(1->3)(4'''-acetylrhamnosyl)(1->6)-galactoside,O([C@H]1[C@@H](OC(=O)C)C(O[C@@H](OCC2O[C@@H](OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)C(O)C(O)[C@H]2O)C1O)C)[C@@H]6OC([C@H](O)[C@H](O)C6O)C,"SID: 85385022
CID: 44258773"
182926,Corymboside,O1C(C(O)C(O)C(O)C1CO)C=2C(O)=C(C3OCC(O)C(O)C3O)C(O)=C4C2OC(=CC4=O)C5=CC=C(O)C=C5,"SID: 85381901
CID: 13644660"
168162,Orientin 7-O-caffeate,O1[C@](C(O)[C@@H](O)[C@H](O)C1CO)(C=2C=3OC(=CC(=O)C3C(O)=CC2OC(=O)/C=C/C4=CC(O)=C(O)C=C4)C5=CC(O)=C(O)C=C5)[H],"SID: 85367353
CID: 44257948"
186377,Skullcapflavone I 2'-(2''-E-cinnamoylglucoside),O1C([C@@H](O)[C@H](O)C(OC(=O)/C=C/C2=CC=CC=C2)[C@@H]1OC=3C(C=4OC5=C(C(=O)C4)C(O)=CC(OC)=C5OC)=CC=CC3)CO,"SID: 85385234
CID: 44258550"
196990,Okanin 4'-gentiobioside,O1[C@@H]([C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC2=C(O)C(O)=C(C=C2)C(=O)/C=C/C3=CC(O)=C(O)C=C3)CO[C@@H]4O[C@@H]([C@@H](O)[C@@H](O)[C@H]4O)CO,"SID: 85395732
CID: 42607569"
182045,"(2R)-5,8-Dihydroxy-2-(2-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one",O1[C@](CC(=O)C2=C1C(O)=C(OC)C=C2O)(C=3C(O)=CC=CC3)[H],"SID: 85381038
CID: 26213325"
193364,"2-(2,3-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3,6-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",O1C(C(OC)C(=O)C2=C1C=C(O)C(OC)=C2O)C3=C(O)C(O)=C(OC)C=C3,"CID: 131836451
SID: 85392138"
191747,Isoscoparin 2''-(6-(E)-p-coumaroylglucoside),O(C1[C@@H](O)[C@H](O)C(O[C@]1(C2=C(O)C3=C(OC(=CC3=O)C4=CC(OC)=C(O)C=C4)C=C2O)[H])CO)[C@@H]5OC([C@@H](O)C(O)C5O)COC(=O)/C=C/C6=CC=C(O)C=C6,"SID: 85390535
CID: 44258168"
174586,"4',7-Dihydroxy-3'-methoxyisoflavan",O1CC(CC2=C1C=C(O)C=C2)C3=CC(OC)=C(O)C=C3,"SID: 85373681
CID: 10802120"
183365,Isorhamnetin-3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)CO,"SID: 85382334
CID: 44258009"
186472,Quercetin 7-(6''-galloylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)COC(=O)C5=CC(O)=C(O)C(O)=C5,"SID: 85385328
CID: 44257998"
176206,"2'',3''-Diacetylcosmosiin",O1C(C(O)C(OC(=O)C)C(OC(=O)C)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)CO,"CID: 73829950
SID: 85375270"
185709,Haploside A,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(O)C=3OC(=C(O)C(=O)C3C(O)=C2)C4=CC(OC)=C(O)C=C4)COC(=O)C,"SID: 85384572
CID: 44260012"
191834,Kaempferol 3-sophoroside 7-glucuronide,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)C(O)=O)C3)C5=CC=C(O)C=C5)CO)C6OC(C(O)C(O)C6O)CO,"SID: 85390621
CID: 74978019"
179454,Derhamnosylmaysin,O1[C@@](C(O)[C@@H](O)C(=O)C1C)(C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)[H],"SID: 85378476
CID: 44257945"
173142,"6-{4-[3-(4,5-dihydroxy-7-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl)-3-oxopropyl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(CC(O)C=2C1=CC(OC)=C(C2O)C(=O)CCC3=CC=C(OC4OC(C(O)C(O)C4O)C(O)=O)C=C3)(C)C,"SID: 85372249
CID: 131832278"
193293,"3-(3,4-dimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,7-diol",O1CC(C(O)C2=C1C=C(O)C=C2)C3=CC(OC)=C(OC)C=C3,"CID: 131836528
SID: 85392067"
192409,Artemetin 5-glucosyl-(1->4)-rhamnoside,O([C@@H]1[C@H](O)C(O)[C@@H](OC1C)OC2=C3C(OC(=C(OC)C3=O)C4=CC(OC)=C(OC)C=C4)=CC(OC)=C2OC)[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,"SID: 85391193
CID: 44259831"
169525,Kaempferol 3-neohesperidoside-7-(2''-p-coumarylglucoside),O(C1C(O)[C@H](O)[C@H](O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4OC([C@H](O)[C@H](O)C4OC(=O)/C=C/C5=CC=C(O)C=C5)CO)C3)C6=CC=C(O)C=C6)CO)[C@@H]7OC([C@@H](O)[C@@H](O)C7O)C,"CID: 44258894
SID: 85368703"
173166,Isovitexin 2''-O-(6'''-feruloyl)glucoside,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C2O)[H])CO)[C@@H]5OC([C@@H](O)[C@H](O)C5O)COC(=O)/C=C/C6=CC(OC)=C(O)C=C6,"SID: 85372273
CID: 44257728"
182306,"3,4,5-Trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)C(O)=O,"SID: 85381292
CID: 5387370"
169481,Quercetin 3-glucosyl-(1->2)-galactoside,O(C1C(O)[C@@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO)[C@@H]5OC([C@@H](O)C(O)[C@H]5O)CO,"CID: 44259096
SID: 85368659"
191811,Rhamnazin 3-sophoroside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC(OC)=C(O)C=C4)CO)C5OC(C(O)C(O)C5O)CO,"SID: 85390598
CID: 131752322"
196377,"Hibiscetin 3,8,3',4'-tetramethyl ether",O1C2=C(C(=O)C(OC)=C1C=3C=C(OC)C(OC)=C(O)C3)C(O)=CC(O)=C2OC,"SID: 85395122
CID: 13983760"
177960,Helichrysin,O1C(C(O)C(O)C(O)C1OC=2C=C(OC)C(=C(O)C2)C(=O)/C=C/C3=CC=C(O)C=C3)CO,"SID: 85377003
CID: 42607621"
185401,"6-{4-[7-({6-carboxy-3-[(6-carboxy-4,5-dihydroxy-3-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}oxan-2-yl)oxy]-4,5-dihydroxyoxan-2-yl}oxy)-5-hydroxy-4-oxo-4H-chromen-2-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC=2C=C3OC(C4=CC(O)=C(OC5OC(C(O)C(O)C5O)C(O)=O)C=C4)=CC(=O)C3=C(O)C2)C(O)=O)C6OC(C(O)C(O)C6OC(=O)C=CC7=CC(OC)=C(O)C=C7)C(O)=O,"SID: 85384279
CID: 74977681"
193180,"5,6,7-trihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",O1C(C(O)C(O)C(O)C1CO)C2=C3OC(=CC(=O)C3=C(O)C(O)=C2O)C4=CC=C(O)C=C4,"SID: 85391954
CID: 131833502"
176170,Margaritene,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(OC)C=C4)[H])CO)[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"CID: 44257875
SID: 85375234"
187587,"5,2'-Dihydroxy-7-methoxy- 6,8-dimethylflavone",O1C2=C(C(O)=C(C(OC)=C2C)C)C(=O)C=C1C=3C(O)=CC=CC3,"SID: 85386430
CID: 44257614"
168012,Methyl-liquiritigenin,O1C(CC(=O)C2=C1C=C(OC)C=C2)C3=CC=C(O)C=C3,"SID: 85367207
CID: 10265122"
168684,4'-O-methyl-(-)-epicatechin-5-O-beta-glucuronide,O1[C@@H](OC=2C=3C[C@H](O)C(OC3C=C(O)C2)C4=CC(O)=C(C=C4)CC)C(O)[C@@H](O)[C@H](O)C1C(O)=O,"SID: 85367870
CID: 131750799"
184272,"3,4,5-trihydroxy-6-[4-hydroxy-2-(3-phenylpropanoyl)phenoxy]oxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC2=C(C(=O)CCC3=CC=CC=C3)C=C(O)C=C2)C(O)=O,"SID: 85383215
CID: 131838965"
187197,8-Prenylquercetin 4'-methyl ether 3-rhamnoside,O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3CC=C(C)C)C4=CC(O)=C(OC)C=C4)C,"SID: 85386047
CID: 44259411"
175797,"5,8-Dihydroxy-3,3',4',7-tetramethoxyflavone",O1C2=C(C(=O)C(OC)=C1C3=CC(OC)=C(OC)C=C3)C(O)=CC(OC)=C2O,"CID: 12289982
SID: 85374869"
175813,Dihydroprudomenin,O1C(C(O)C(O)C(O)C1OC2=C(OC)C=3OC(C(O)C(=O)C3C(O)=C2)C4=CC=C(OC)C=C4)CO,"CID: 131752616
SID: 85374885"
191442,Kaempferol 3-[2''-(6'''-coumaroylglucosyl)-rhamnoside] 7-glucoside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)CO)C3)C5=CC=C(O)C=C5)C)C6OC(C(O)C(O)C6O)COC(=O)/C=C/C7=CC=C(O)C=C7,"SID: 85390234
CID: 131752764"
173135,Eupalitin 5-rhamnoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC2=C3C(OC(=C(O)C3=O)C4=CC=C(O)C=C4)=CC(OC)=C2OC)C,"SID: 85372243
CID: 44259753"
185416,"Kaempferol 7,4'-dimethyl ether 3-neohesperidoside",O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC=C(OC)C=C4)CO)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,"SID: 85384293
CID: 44259573"
192964,Quercetin 3-(2''-galloylgalactoside),O1C([C@H](O)C(O)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(O)=C(O)C=C5)CO,"SID: 85391739
CID: 44259121"
176216,"3,6-Diglucopyranosyl-5,7-dihydroxy-4'-methoxyflavone",O1C(C(O)C(O)C(O)C1CO)C=2C(=O)C=3C(O)=C(C4OC(C(O)C(O)C4O)CO)C(O)=CC3OC2C5=CC=C(OC)C=C5,"CID: 74977543
SID: 85375280"
186012,Quercetin 7-(6''-tiglylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)COC(=O)/C(/C)=C/C,"SID: 85384873
CID: 44259135"
192853,6''-O-(3-Hydroxy-3-methylglutaroyl)astragalin,O1C(C(O)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)COC(=O)CC(O)(CC(O)=O)C,"SID: 85391629
CID: 23757216"
185309,Apigenin 7-(2''-acetyl-6''-methylglucuronide),O1C([C@@H](O)[C@H](O)C(OC(=O)C)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)C(OC)=O,"SID: 85384193
CID: 44257832"
169248,"5,2',5'-Trihydroxy-3,6,7,4'-tetramethoxyflavone 5'-glucoside",O1C([C@@H](O)C(O)C(O)[C@@H]1OC=2C=C(C(O)=CC2OC)C=3OC=4C(C(=O)C3OC)=C(O)C(OC)=C(OC)C4)CO,"CID: 44259887
SID: 85368426"
175642,"2',8-Dihydroxy-3',4',5',7-tetramethoxyflavan",O1C(CCC2=C1C(O)=C(OC)C=C2)C=3C(O)=C(OC)C(OC)=C(OC)C3,"CID: 75072284
SID: 85374715"
191740,"Carthamidin 6,7-diglucoside",O1C(C(O)C(O)C(O)C1OC2=C(OC3OC(C(O)C(O)C3O)CO)C=C4OC(CC(=O)C4=C2O)C5=CC=C(O)C=C5)CO,"SID: 85390528
CID: 74819427"
192962,Transilitin,O1C(=C(OC)C(=O)C2=C1C(O)=C(O)C=C2)C3=CC(O)=C(O)C=C3,"SID: 85391737
CID: 44258702"
175611,Sudachitin,O1C=2C(=C(O)C(OC)=C(O)C2OC)C(=O)C=C1C3=CC(OC)=C(O)C=C3,"CID: 12443122
SID: 85374684"
186535,Sempervirenoside B,O(C1[C@@H](OC(=O)C)C(O[C@@H](OC=2C(=O)C3=C(OC2C4=CC=C(OC)C=C4)C(=C(O[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO)C=C3O)CC=C(C)C)[C@H]1O)C)[C@@H]6OC[C@@H](O)[C@H](O)C6O,"SID: 85385390
CID: 44259073"
179642,Hildgardtene,O1C(CC=2C1=CC(OC)=C3C2O[C@@H](C=C3)C4=CC=CC=C4)C(C)=C,"SID: 85378663
CID: 44257204"
216187,Sakuranetin-4′-O-beta-D-xylopyranoside,O=C1C2=C(OC(C1)C3=CC=C(O[C@@H]4OC[C@@H](O)[C@@H]([C@H]4O)O)C=C3)C=C(OC)C=C2O,
186062,Kaempferol 4'-methyl ether 3-(4Rha-rhamnosylrutinoside),O([C@@H]1C(O)[C@H](O)[C@@H](OC1C)OCC2O[C@@H](OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(OC)C=C5)C(O)[C@@H](O)[C@@H]2O)[C@@H]6OC([C@H](O)C(O)[C@@H]6O)C,"SID: 85384922
CID: 44257995"
197057,Pinocembrin 7-O-neohesperidoside 2'''-O-acetate,O(C1C(O)C(O)C(OC1OC=2C=C3OC(CC(=O)C3=C(O)C2)C4=CC=CC=C4)CO)C5OC(C(O)C(O)C5OC(=O)C)C,"SID: 85395798
CID: 42607857"
196995,Kaempferol 4'-methyl ether 3-neohesperidoside,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(OC)C=C4)CO)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,"SID: 85395737
CID: 44257994"
189449,Vaccarin,O1[C@]([C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1CO)(C3=C(O)C4=C(OC(=CC4=O)C5=CC=C(O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO)C=C5)C=C3O)[H],"CID: 71307582
SID: 85388267"
185943,3'-Deoxyderhamnosylmaysin,O1[C@@](C(O)[C@@H](O)C(=O)C1C)(C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C2O)[H],"SID: 85384804
CID: 44257654"
185194,"{[5-({6-[(acetyloxy)methyl]-4,5-dihydroxy-2-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}oxan-3-yl}oxy)-3,4-dihydroxyoxolan-3-yl]methoxy}sulfonic acid",S(OCC1(O)C(O)C(OC2C(O)C(O)C(OC2OC=3C=C4OC(=CC(=O)C4=C(O)C3)C5=CC=C(O)C=C5)COC(=O)C)OC1)(O)(=O)=O,"SID: 85384080
CID: 131831878"
187017,Catechin 3'-O-beta-D-glucopyranoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC=2C=C([C@H]3OC=4C(C[C@@H]3O)=C(O)C=C(O)C4)C=CC2O)CO,"SID: 85385869
CID: 44257088"
176241,6''-p-Coumaroylprunin,O1C(C(O)C(O)C(O)C1OC=2C=C3OC(CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)COC(=O)/C=C/C5=CC=C(O)C=C5,"CID: 6290103
SID: 85375305"
94849,2-(4-methoxyphenyl)-4-(4-methoxyphenyl)imino-1-benzopyran-6-ol,COC1=CC=C(C=C1)C2=CC(=NC3=CC=C(C=C3)OC)C4=C(O2)C=CC(=C4)O,"SID: 329741084
CID: 1191868"
175069,"7-Hydroxy-2',3',4'-trimethoxyisoflavan",O1CC(CC2=C1C=C(O)C=C2)C3=C(OC)C(OC)=C(OC)C=C3,"CID: 54100766
SID: 85374149"
168763,Multiflorin A,O([C@@H]1C(O)[C@H](O)[C@H](OC1C)OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)[C@@H]5OC([C@@H](O)C(O)C5O)COC(=O)C,"SID: 85367948
CID: 44258969"
107663,6-methoxy-2-(4-methoxyphenyl)-1-benzopyran-4-one,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)OC,"SID: 85313108
CID: 688670"
185807,Androechin,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C(=C(O)C=C(OC)C2)C(=O)/C=C/C=3C(O)=CC=CC3)CO,"SID: 85384669
CID: 42607586"
197002,Isorhamnetin 3-O-[a-L-rhamnopyranosyl-(1->3)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside],O(C1C(O)C(OC(C1O)C)OCC2OC(OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(OC)=C(O)C=C5)C(O)C(O)C2O)C6OC(C(O)C(O)C6O)C,"SID: 85395744
CID: 131752732"
187260,"4-Hydroxy-5,7,4'-trimethoxyflavan",O1C(CC(O)C2=C1C=C(OC)C=C2OC)C3=CC=C(OC)C=C3,"SID: 85386109
CID: 584467"
192871,Ranupenin 3-rutinoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC3=C(C2=O)C(O)=CC(OC)=C3O)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC([C@H](O)[C@H](O)C5O)C,"SID: 85391647
CID: 44259983"
166619,Triphyllin B,O1[C@@H](OC2=C3[C@@H](O)C[C@@H](OC3=C(C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C2CO)C)C5=CC=C(O)C=C5)C(O)[C@@H](O)[C@H](O)C1CO,"SID: 85365859
CID: 44257135"
168759,(-)-Epigallocatechin 3-glucuronide,O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)[C@H]2[C@H](OC=3C(C2)=C(O)C=C(O)C3)C4=CC(O)=C(O)C(O)=C4,"SID: 85367944
CID: 101449862"
139467,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]-8-(3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)-4H-chromen-4-one",O1C(C(O)C(O)C(O)C1CO)C2=C(O)C(C3OCC(O)C(O)C3O)=C4OC(=CC(=O)C4=C2O)C5=CC=C(O)C=C5,"SID: 85339154
CID: 3550102"
192454,Quercetin 3-(2'''-feruloylsophoroside),O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO)[C@@H]5OC([C@@H](O)[C@H](O)C5OC(=O)/C=C/C6=CC(OC)=C(O)C=C6)CO,"SID: 85391236
CID: 44259303"
191651,Isoswertiajaponin,O1[C@](C(O)[C@@H](O)[C@@H](O)C1CO)(C=2C=3OC(=CC(=O)C3C(O)=CC2OC)C4=CC(O)=C(O)C=C4)[H],"SID: 85390439
CID: 44258369"
192430,Gossypetin 3-sophoroside-8-glucoside,O(C1C(O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(O[C@@H]4OC([C@@H](O)[C@H](O)C4O)CO)=C(O)C=C(O)C3C2=O)C5=CC(O)=C(O)C=C5)CO)[C@@H]6OC([C@@H](O)C(O)[C@H]6O)CO,"SID: 85391212
CID: 44259981"
193231,8-C-Glucosyl-5-deoxykaempferol,O1[C@](C(O)[C@@H](O)[C@H](O)C1CO)(C=2C=3OC(=C(O)C(=O)C3C=CC2O)C4=CC=C(O)C=C4)[H],"CID: 44258673
SID: 85392005"
191718,7-(4-Carboxy-3-hydroxy-3-methylbutanoyl)sudachitin 4'-glucoside,O1C(C(O)C(O)C(O)C1OC2=C(OC)C=C(C=C2)C=3OC=4C(C(=O)C3)=C(O)C(OC)=C(OC(=O)CC(O)(CC(O)=O)C)C4OC)CO,"SID: 85390506
CID: 74977947"
185178,Jaceidin 4'-glucuronide,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(OC)C=C(C=C2)C=3OC4=C(C(=O)C3OC)C(O)=C(OC)C(O)=C4)C(O)=O,"SID: 85384064
CID: 21722026"
179868,Marein,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=C(O)C(O)=C(C=C2)C(=O)/C=C/C3=CC(O)=C(O)C=C3)CO,"SID: 85378887
CID: 6441269"
175601,"3'-Hydroxy-4',5',7,8-tetramethoxyflavone",O1C2=C(C(=O)C=C1C=3C=C(OC)C(OC)=C(O)C3)C=CC(OC)=C2OC,"CID: 44257591
SID: 85374674"
171678,Kanzonol M,O1CC(CC=2C1=C(C(O)=CC2OC)C=O)C3=C(O)C(=C(OC)C=C3)CC=C(C)C,"SID: 85370802
CID: 131753029"
180425,"5,7,2',4'-Tetrahydroxy-3,8,5'-trimethoxyflavone",O1C2=C(C(=O)C(OC)=C1C=3C(O)=CC(O)=C(OC)C3)C(O)=CC(O)=C2OC,"CID: 44260043
SID: 85379438"
191682,Isovitexin 2''-O-[4-hydroxy-(E)-cinnamoyl-(->6)-beta-D-glucopyranosyl] 4'-O-beta-D-glucopyranoside,O(C1C(O)C(O)C(OC1C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(OC5OC(C(O)C(O)C5O)CO)C=C4)C=C2O)CO)C6OC(C(O)C(O)C6O)COC(=O)/C=C/C7=CC=C(O)C=C7,"SID: 85390470
CID: 131752282"
184544,"[5,7-dihydroxy-2-(3-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-1-benzopyran-3-yl]oxidanesulfonic acid",S(OC1C(OC=2C(C1=O)=C(O)C=C(O)C2)C3=CC(O)=CC=C3)(O)(=O)=O,"SID: 85383465
CID: 131831813"
168737,Lethedoside B,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C3=C(OC(=CC3=O)C4=CC(OC)=C(OC)C(OC)=C4)C=C(OC)C2)CO,"SID: 85367922
CID: 11756418"
140129,"7,8,4'-trihydroxy-3',5'-dimethoxyflavanone 4'-O-glucoside",C1=CC2=C(C(=C1O)O)OC(CC2=O)C3=CC(=C(C(=C3)OC)OC4C(C(C(C(O4)CO)O)O)O)OC,"SID: 85339810
CID: 42607837"
184211,6-Methoxyluteolin 7-glucuronide,O1[C@@H](OC2=C(OC)C(O)=C3C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)=C2)C(O)[C@@H](O)[C@H](O)C1C(O)=O,"SID: 85383155
CID: 44258510"
187822,5-Carboxypyranocyanidin 3-O-(6''-O-malonyl-beta-glucopyranoside),O1[C@@H]([C@@H](O)C(O)C(O)[C@@H]1OC=2C3=C4C(OC2C5=CC(O)=C(O)C=C5)=CC(=[OH+])C=C4OC(=C3)C(O)=O)COC(=O)CC(O)=O,"SID: 85386662
CID: 44257033"
197076,Dihydrowogonin 7-O-glucoside,O1[C@@H](C(O)[C@@H](O)[C@@H](O)[C@@H]1OC2=C(OC)C=3OC(CC(=O)C3C(O)=C2)C4=CC=CC=C4)CO,"SID: 85395817
CID: 42608110"
136620,Myricetin 3-(3''-galloylrhamnoside),C=1(O)C(O)=CC(=CC1O)C2=C(OC3C(O)C(C(C(O3)C)O)OC(C=4C=C(C(=C(C4)O)O)O)=O)C(C=5C(O2)=CC(=CC5O)O)=O,"CID: 74978303
SID: 85336354"
