ChEBI_ID,ChEBI_Name,SMILES,PubChemSID,PubChemCID
184737,Galactobuxin,O1C([C@H](O)C(O)C(O)[C@H]1OC2=C(OC)C=C(C=C2)C=3OC=4C(C(=O)C3OC)=C(O)C(OC)=C(OC)C4)CO,85383638,44259828
192943,Kaempferol 3-(6G-malonylneohesperidoside),O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)COC(=O)CC(O)=O)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,85391718,44259018
192846,"3,8-Di-C-glucopyranosyldiosmetin",O1[C@](C(O)C(O)[C@H](O)C1CO)(C=2C(=O)C3=C(OC2C4=CC(O)=C(OC)C=C4)C([C@@]5(OC([C@@H](O)[C@H](O)C5O)CO)[H])=C(O)C=C3O)[H],85391622,44258217
184520,"5,7,2',3',4'-Pentahydroxy-3,6-dimethoxyflavone 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(OC)C(O)=C3C(OC(=C(OC)C3=O)C4=C(O)C(O)=C(O)C=C4)=C2)CO,85383442,44259890
184404,"6-{[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-3-(sulfooxy)-4H-chromen-8-yl]oxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",S(OC=1C(=O)C2=C(OC1C3=CC(O)=C(O)C=C3)C(OC4OC(C(O)C(O)C4O)C(O)=O)=C(O)C=C2O)(O)(=O)=O,85383340,73829986
196637,Naringenin 4'-O-galactoside,O1[C@@H]([C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC=C(C3OC=4C(C(=O)C3)=C(O)C=C(O)C4)C=C2)CO,85395380,42607907
197249,4'-Methylisoscutellarein 8-(2''-sulfoglucoside),S(OC1C(O)C(O)C(OC1OC=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(OC)C=C4)CO)(O)(=O)=O,85395988,74977917
185136,"Herbacetin 8,4'-dixyloside",O1[C@@H](OC=2C=3OC(C4=CC=C(O[C@@H]5OC[C@@H](O)C(O)C5O)C=C4)=C(O)C(=O)C3C(O)=CC2O)C(O)[C@@H](O)[C@H](O)C1,85384022,44259946
185745,"(2E)-5,7-Dihydroxy-3,6-dimethoxy-4-oxo-2-phenyl-4H-1-benzopyran-8-yl ester 2-methyl-2-butenoic acid",O1C=2C(=C(O)C(OC)=C(O)C2OC(=O)/C(/C)=C/C)C(=O)C(OC)=C1C3=CC=CC=C3,85384607,10811599
186114,Casticin 3'-glucoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C(C=CC2OC)C=3OC=4C(C(=O)C3OC)=C(O)C(OC)=C(OC)C4)CO,85384974,44259830
188383,"3,4,5-trihydroxy-6-{3-[(2E)-3-phenylprop-2-enoyl]phenoxy}oxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC=2C=C(C=CC2)C(=O)/C=C/C3=CC=CC=C3)C(O)=O,85387213,131839035
174867,Sativanone,O1CC(C2=C(OC)C=C(OC)C=C2)C(=O)C3=C1C=C(O)C=C3,85373948,13886678
177994,6-Hydroxykaempferol 3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(O)C(O)=C3)C4=CC=C(O)C=C4)CO,85377037,44259730
95167,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one",COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,329741400,3593
191683,6-beta-D-Glucopyranosyldiosmetin,O1C(C(O)C(O)C(O)C1CO)C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(OC)C=C4)C=C2O,85390471,14861262
185574,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone 2'-glucuronide",O1[C@H]([C@@H](O)C(O)C(O)[C@@H]1OC=2C(C=3OC4=C(C(=O)C3)C(O)=CC(OC)=C4OC)=C(O)C=CC2)C(O)=O,459095023,44258546
179858,Steppogenin 4'-O-beta-D-glucoside,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC(O)=C(C3OC=4C(C(=O)C3)=C(O)C=C(O)C4)C=C2)CO,85378877,42608017
175013,"4',5-Dihydroxy-7,8-dimethoxyflavone",O1C2=C(C(O)=CC(OC)=C2OC)C(=O)C=C1C3=CC=C(O)C=C3,85374093,14585506
186554,Diphylloside C,O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(C=3OC(=C(O[C@@H]4OC([C@H](O)[C@H](O)C4O[C@@H]5OC([C@@H](O)C(O)C5O)CO)C)C(=O)C3C(O)=C2)C6=CC=C(O)C=C6)CC=C(C)C)CO)[C@@H]7OC([C@@H](O)C(O)C7O)CO,85385409,44258794
176112,Petunidin 3-arabinoside,[Cl-].O1[C@@H](OC=2C(=[O+]C=3C(C2)=C(O)C=C(O)C3)C=4C=C(OC)C(O)=C(O)C4)[C@H](O)[C@@H](O)[C@@H](O)C1,85375176,91810653
168131,8-Hydroxyluteolin 4'-methyl ether 7-(6'''-acetylallosyl)(1->2)(6''-acetylglucoside),O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(O)C=3OC(=CC(=O)C3C(O)=C2)C4=CC(O)=C(OC)C=C4)COC(=O)C)[C@@H]5OC([C@@H](O)[C@H](O)C5O)COC(=O)C,85367322,44258607
184820,"6,3',4'-Trimethoxyflavanone",O1C(CC(=O)C2=C1C=CC(OC)=C2)C3=CC(OC)=C(OC)C=C3,85383719,2922801
169076,"6-(4-{5,7-dihydroxy-3-[(2Z)-4-hydroxy-3-(4-methylpent-3-en-1-yl)but-2-en-1-yl]-6-(3-methylbut-2-en-1-yl)-4-oxo-4H-chromen-2-yl}-3-hydroxyphenoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC2=CC(O)=C(C=3OC4=C(C(=O)C3C/C=C(/CCC=C(C)C)\CO)C(O)=C(C(O)=C4)CC=C(C)C)C=C2)C(O)=O,85368256,131835978
139418,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-1-benzopyran-3-yl 6-O-{6-deoxy-2-O-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]-alpha-L-mannopyranosyl}-beta-D-glucopyranoside",[C@@H]1([C@@H]([C@@](CO1)(O)CO)O)O[C@H]2[C@H](OC[C@H]3O[C@@H](OC=4C(C5=C(C=C(C=C5OC4C6=CC(=C(C=C6)O)O)O)O)=O)[C@H](O)[C@@H](O)[C@@H]3O)O[C@H]([C@H](O)[C@H]2O)C,85339105,23955865
190973,2''-galloylhyperin,O1[C@@H]([C@H](O)[C@H](O)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(O)=C(O)C=C5)CO,85389768,6453359
191686,Neoisoliquiritin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC2=CC(O)=C(C=C2)C(=O)/C=C/C3=CC=C(O)C=C3)CO,85390474,5320092
188256,Quercetin 4'-galactoside,O1[C@@H](OC2=C(O)C=C(C=C2)C=3OC=4C(C(=O)C3O)=C(O)C=C(O)C4)C(O)C(O)[C@@H](O)[C@H]1O,85387090,44259272
184855,"6-[4-(5,7-dihydroxy-6-{4-hydroxy-6-methyl-5-oxo-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl}-4-oxo-4H-chromen-2-yl)phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(OC(C(=O)C1O)C)C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(OC5OC(C(O)C(O)C5O)C(O)=O)C=C4)C=C2O)C6OC(C(O)C(O)C6O)C,85383753,131833703
176367,Chrysoeriol glucuronide,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(OC)=C(O)C=C4)C(O)=O,85375429,14630703
184533,"[6-({4,5-dihydroxy-2-[5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4-oxo-4H-chromen-6-yl]-6-(hydroxymethyl)oxan-3-yl}oxy)-3,4,5-trihydroxyoxan-2-yl]methyl (2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",O(C1C(O)C(O)C(OC1C=2C(O)=C3C(OC(=CC3=O)C4=CC=C(O)C=C4)=CC2OC)CO)C5OC(C(O)C(O)C5O)COC(=O)/C=C/C6=CC(OC)=C(O)C=C6,85383455,131752193
178190,Tricin 7-[sinapoyl-(->2)-glucuronyl-(1->2)-glucuronide],O(C1C(O)C(O)C(OC1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC(OC)=C(O)C(OC)=C4)C(O)=O)C5OC(C(O)C(O)C5OC(=O)/C=C/C6=CC(OC)=C(O)C(OC)=C6)C(O)=O,85377230,131752755
190091,Primflaside,O([C@@H]1O[C@H]([C@@H](O)C1O[C@@H]2OC[C@H](O)C(O)C2O)CO)[C@H]3C(O)[C@@H](O)[C@@H](OC3CO)OC4=C(OC=5C(C4=O)=C(O)C=C(O)C5)C6=CC(O)=C(O)C=C6,85388903,44259249
193250,Sutchuenoside A,O1C([C@H](OC(=O)C)C(O)[C@H](O)[C@H]1OC=2C(=O)C=3C(OC2C4=CC=C(O)C=C4)=CC(O[C@@H]5OC([C@H](O)[C@H](O)C5O)C)=CC3O)C,85392024,44258971
168532,Isosakuranin,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C=C3O[C@@H](CC(=O)C3=C(O)C2)C4=CC=C(OC)C=C4)CO,85367720,102004611
139468,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-3-yl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside",OC1=C(C=C(C2=C(C(C3=C(C=C(C=C3O2)O)O)=O)O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)C=C1)O,85339155,5315208
173305,Quercetin 3-xylosyl-(1->6)-glucoside,O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO[C@@H]5OC[C@@H](O)[C@H](O)C5O,85372412,44259141
191794,Neolicuroside,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=CC=C(C=C2)/C=C/C(=O)C3=C(O)C=C(O)C=C3)CO)[C@@H]4OC[C@@](O)([C@H]4O)CO,85390581,6442433
168228,Vitexin 2''-O-rhamnoside 6''-acetate,O(C1C(O)[C@H](O)[C@@H](O[C@]1(C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4)[H])COC(=O)C)[C@@H]5O[C@H]([C@H](O)C(O)C5O)C,85367419,44257709
191731,Kaempferol 2G-coumaroylrutinoside,O1C(C(O)C(O)C(OC(=O)/C=C/C2=CC=C(O)C=C2)C1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)COC6OC(C(O)C(O)C6O)C,85390519,131752207
176251,Eriodictyol 7-(6-galloylglucoside),O1C(C(O)C(O)C(O)C1OC=2C=C3OC(CC(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)COC(=O)C5=CC(O)=C(O)C(O)=C5,85375315,74819398
184956,"5,2',6'-Trihydroxy-6,7-dimethoxyflavone 2'-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C(C=3OC=4C(C(=O)C3)=C(O)C(OC)=C(OC)C4)=C(O)C=CC2)CO,85383849,44258402
184717,Phellodensin E,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(C=3O[C@@H](CC(=O)C3C(O)=C2)C4=CC=C(O)C=C4)C/C=C(/CO)\C)CO,85383621,42607896
192932,Kaempferol 3-(2''-p-coumarylglucoside),O1C([C@@H](O)C(O)[C@@H](OC(=O)/C=C/C2=CC=C(O)C=C2)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)CO,85391707,44258861
177069,Scoparin,O1[C@]([C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)(C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC(OC)=C(O)C=C4)[H],85376126,20055255
185670,Spinosin 6'''-(E)-ferulate,O1[C@](C(O[C@@H]2OC([C@@H](O)C(O)C2O)COC(=O)/C=C/C3=CC(OC)=C(O)C=C3)[C@@H](O)[C@H](O)C1CC)(C=4C(O)=C5C(OC(=CC5=O)C6=CC=C(O)C=C6)=CC4OC)[H],85384533,44258336
191521,Eujambolin,O1C(C(OC(=O)C)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(OC)C(O)=C4)C,85390312,74095102
191659,Mesembryanthin,O([C@@H]1[C@@H](O)[C@H](O)[C@H](O[C@H]1OC2=C(OC3=C(C2=O)C(O)=C(OC)C(O)=C3)C4=CC(OC)=C(O)C=C4)CO)[C@@H]5OC[C@@H](O)[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O)[C@H]6O)CO)[C@H]5OC(=O)/C=C/C7=CC(OC)=C(O)C=C7,85390447,100943914
140763,Cinchonain Id 7-glucoside,O1C(OC2=C3C(CC(OC3=C4CC(O)C(OC4=C2)C5=CC(O)=C(O)C=C5)=O)C6=CC(O)=C(O)C=C6)C(O)C(O)C(O)C1CO,85340438,85220096
186754,"Gossypetin 7,8-dimethyl ether 4'-glucoside",O1C([C@@H](O)C(O)C(O)[C@@H]1OC2=C(O)C=C(C=C2)C=3OC4=C(C(=O)C3O)C(O)=CC(OC)=C4OC)CO,85385608,44260006
197176,Isoscutellarein 7-(6'''-acetylallosyl-(1->2)-6''-acetylglucoside),O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(O)C=3OC(=CC(=O)C3C(O)=C2)C4=CC=C(O)C=C4)COC(=O)C)[C@@H]5OC([C@@H](O)[C@H](O)C5O)COC(=O)C,85395917,44258572
186955,Andrographidin A,O1[C@@H]([C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OC=2C3=C(O[C@@H](CC3=O)C4=CC=CC=C4)C(OC)=C(OC)C2)CO,85385807,13963762
186600,"Herbacetin 8-(2'',3''-diacetylxyloside)",O1[C@@H](OC=2C=3OC(=C(O)C(=O)C3C(O)=CC2O)C4=CC=C(O)C=C4)C(OC(=O)C)[C@@H](OC(=O)C)[C@H](O)C1,85385455,44259953
177970,"7,4'-Dihydroxyflavone 7-glucoside",O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=CC=3OC(=CC(=O)C3C=C2)C4=CC=C(O)C=C4)CO,85377013,44257571
185372,Kaempferol 3-rhamnosyl-(1->4)-xyloside,O([C@H]1C(O)C(O)[C@@H](OC1)OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,85384250,44258926
187556,Isolimocitrol 3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C(OC)=C(O)C3OC)C4=CC(O)=C(OC)C=C4)CO,85386399,44260061
196635,Isookaninrhamnoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC2=C(O)C=3OC(CC(=O)C3C=C2)C4=CC(O)=C(O)C=C4)C,85395378,42607834
186163,Kaempferol 3-rhamnosyl-(1->3)(4'''-acetylrhamnosyl)(1->6)-galactoside,O([C@H]1[C@@H](OC(=O)C)C(O[C@@H](OCC2O[C@@H](OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC=C(O)C=C5)C(O)C(O)[C@H]2O)C1O)C)[C@@H]6OC([C@H](O)[C@H](O)C6O)C,85385022,44258773
182926,Corymboside,O1C(C(O)C(O)C(O)C1CO)C=2C(O)=C(C3OCC(O)C(O)C3O)C(O)=C4C2OC(=CC4=O)C5=CC=C(O)C=C5,85381901,13644660
168162,Orientin 7-O-caffeate,O1[C@](C(O)[C@@H](O)[C@H](O)C1CO)(C=2C=3OC(=CC(=O)C3C(O)=CC2OC(=O)/C=C/C4=CC(O)=C(O)C=C4)C5=CC(O)=C(O)C=C5)[H],85367353,44257948
186377,Skullcapflavone I 2'-(2''-E-cinnamoylglucoside),O1C([C@@H](O)[C@H](O)C(OC(=O)/C=C/C2=CC=CC=C2)[C@@H]1OC=3C(C=4OC5=C(C(=O)C4)C(O)=CC(OC)=C5OC)=CC=CC3)CO,85385234,44258550
196990,Okanin 4'-gentiobioside,O1[C@@H]([C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1OC2=C(O)C(O)=C(C=C2)C(=O)/C=C/C3=CC(O)=C(O)C=C3)CO[C@@H]4O[C@@H]([C@@H](O)[C@@H](O)[C@H]4O)CO,85395732,42607569
182045,"(2R)-5,8-Dihydroxy-2-(2-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one",O1[C@](CC(=O)C2=C1C(O)=C(OC)C=C2O)(C=3C(O)=CC=CC3)[H],85381038,26213325
193364,"2-(2,3-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3,6-dimethoxy-3,4-dihydro-2H-1-benzopyran-4-one",O1C(C(OC)C(=O)C2=C1C=C(O)C(OC)=C2O)C3=C(O)C(O)=C(OC)C=C3,85392138,131836451
191747,Isoscoparin 2''-(6-(E)-p-coumaroylglucoside),O(C1[C@@H](O)[C@H](O)C(O[C@]1(C2=C(O)C3=C(OC(=CC3=O)C4=CC(OC)=C(O)C=C4)C=C2O)[H])CO)[C@@H]5OC([C@@H](O)C(O)C5O)COC(=O)/C=C/C6=CC=C(O)C=C6,85390535,44258168
174586,"4',7-Dihydroxy-3'-methoxyisoflavan",O1CC(CC2=C1C=C(O)C=C2)C3=CC(OC)=C(O)C=C3,85373681,10802120
183365,Isorhamnetin-3-glucoside,O1[C@@H]([C@@H](O)C(O)C(O)[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(OC)=C(O)C=C4)CO,85382334,44258009
186472,Quercetin 7-(6''-galloylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)COC(=O)C5=CC(O)=C(O)C(O)=C5,85385328,44257998
176206,"2'',3''-Diacetylcosmosiin",O1C(C(O)C(OC(=O)C)C(OC(=O)C)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)CO,85375270,73829950
185709,Haploside A,O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC2=C(O)C=3OC(=C(O)C(=O)C3C(O)=C2)C4=CC(OC)=C(O)C=C4)COC(=O)C,85384572,44260012
191834,Kaempferol 3-sophoroside 7-glucuronide,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)C(O)=O)C3)C5=CC=C(O)C=C5)CO)C6OC(C(O)C(O)C6O)CO,85390621,74978019
179454,Derhamnosylmaysin,O1[C@@](C(O)[C@@H](O)C(=O)C1C)(C2=C(O)C3=C(OC(=CC3=O)C4=CC(O)=C(O)C=C4)C=C2O)[H],85378476,44257945
173142,"6-{4-[3-(4,5-dihydroxy-7-methoxy-2,2-dimethyl-3,4-dihydro-2H-1-benzopyran-6-yl)-3-oxopropyl]phenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O1C(CC(O)C=2C1=CC(OC)=C(C2O)C(=O)CCC3=CC=C(OC4OC(C(O)C(O)C4O)C(O)=O)C=C3)(C)C,85372249,131832278
193293,"3-(3,4-dimethoxyphenyl)-3,4-dihydro-2H-1-benzopyran-4,7-diol",O1CC(C(O)C2=C1C=C(O)C=C2)C3=CC(OC)=C(OC)C=C3,85392067,131836528
192409,Artemetin 5-glucosyl-(1->4)-rhamnoside,O([C@@H]1[C@H](O)C(O)[C@@H](OC1C)OC2=C3C(OC(=C(OC)C3=O)C4=CC(OC)=C(OC)C=C4)=CC(OC)=C2OC)[C@@H]5OC([C@@H](O)[C@H](O)C5O)CO,85391193,44259831
169525,Kaempferol 3-neohesperidoside-7-(2''-p-coumarylglucoside),O(C1C(O)[C@H](O)[C@H](O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O[C@@H]4OC([C@H](O)[C@H](O)C4OC(=O)/C=C/C5=CC=C(O)C=C5)CO)C3)C6=CC=C(O)C=C6)CO)[C@@H]7OC([C@@H](O)[C@@H](O)C7O)C,85368703,44258894
173166,Isovitexin 2''-O-(6'''-feruloyl)glucoside,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C2=C(O)C3=C(OC(=CC3=O)C4=CC=C(O)C=C4)C=C2O)[H])CO)[C@@H]5OC([C@@H](O)[C@H](O)C5O)COC(=O)/C=C/C6=CC(OC)=C(O)C=C6,85372273,44257728
182306,"3,4,5-Trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)C(O)=O,85381292,5387370
169481,Quercetin 3-glucosyl-(1->2)-galactoside,O(C1C(O)[C@@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC(O)=C(O)C=C4)CO)[C@@H]5OC([C@@H](O)C(O)[C@H]5O)CO,85368659,44259096
191811,Rhamnazin 3-sophoroside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC(OC)=C(O)C=C4)CO)C5OC(C(O)C(O)C5O)CO,85390598,131752322
196377,"Hibiscetin 3,8,3',4'-tetramethyl ether",O1C2=C(C(=O)C(OC)=C1C=3C=C(OC)C(OC)=C(O)C3)C(O)=CC(O)=C2OC,85395122,13983760
177960,Helichrysin,O1C(C(O)C(O)C(O)C1OC=2C=C(OC)C(=C(O)C2)C(=O)/C=C/C3=CC=C(O)C=C3)CO,85377003,42607621
185401,"6-{4-[7-({6-carboxy-3-[(6-carboxy-4,5-dihydroxy-3-{[3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}oxan-2-yl)oxy]-4,5-dihydroxyoxan-2-yl}oxy)-5-hydroxy-4-oxo-4H-chromen-2-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid",O(C1C(O)C(O)C(OC1OC=2C=C3OC(C4=CC(O)=C(OC5OC(C(O)C(O)C5O)C(O)=O)C=C4)=CC(=O)C3=C(O)C2)C(O)=O)C6OC(C(O)C(O)C6OC(=O)C=CC7=CC(OC)=C(O)C=C7)C(O)=O,85384279,74977681
193180,"5,6,7-trihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-4H-chromen-4-one",O1C(C(O)C(O)C(O)C1CO)C2=C3OC(=CC(=O)C3=C(O)C(O)=C2O)C4=CC=C(O)C=C4,85391954,131833502
176170,Margaritene,O(C1[C@@H](O)[C@H](O)C(O[C@]1(C=2C=3OC(=CC(=O)C3C(O)=CC2O)C4=CC=C(OC)C=C4)[H])CO)[C@@H]5OC([C@H](O)[C@H](O)C5O)C,85375234,44257875
187587,"5,2'-Dihydroxy-7-methoxy- 6,8-dimethylflavone",O1C2=C(C(O)=C(C(OC)=C2C)C)C(=O)C=C1C=3C(O)=CC=CC3,85386430,44257614
168012,Methyl-liquiritigenin,O1C(CC(=O)C2=C1C=C(OC)C=C2)C3=CC=C(O)C=C3,85367207,10265122
168684,4'-O-methyl-(-)-epicatechin-5-O-beta-glucuronide,O1[C@@H](OC=2C=3C[C@H](O)C(OC3C=C(O)C2)C4=CC(O)=C(C=C4)CC)C(O)[C@@H](O)[C@H](O)C1C(O)=O,85367870,131750799
184272,"3,4,5-trihydroxy-6-[4-hydroxy-2-(3-phenylpropanoyl)phenoxy]oxane-2-carboxylic acid",O1C(C(O)C(O)C(O)C1OC2=C(C(=O)CCC3=CC=CC=C3)C=C(O)C=C2)C(O)=O,85383215,131838965
187197,8-Prenylquercetin 4'-methyl ether 3-rhamnoside,O1C([C@H](O)C(O)[C@H](O)[C@@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3CC=C(C)C)C4=CC(O)=C(OC)C=C4)C,85386047,44259411
175797,"5,8-Dihydroxy-3,3',4',7-tetramethoxyflavone",O1C2=C(C(=O)C(OC)=C1C3=CC(OC)=C(OC)C=C3)C(O)=CC(OC)=C2O,85374869,12289982
175813,Dihydroprudomenin,O1C(C(O)C(O)C(O)C1OC2=C(OC)C=3OC(C(O)C(=O)C3C(O)=C2)C4=CC=C(OC)C=C4)CO,85374885,131752616
191442,Kaempferol 3-[2''-(6'''-coumaroylglucosyl)-rhamnoside] 7-glucoside,O(C1C(O)C(O)C(OC1OC2=C(OC=3C(C2=O)=C(O)C=C(OC4OC(C(O)C(O)C4O)CO)C3)C5=CC=C(O)C=C5)C)C6OC(C(O)C(O)C6O)COC(=O)/C=C/C7=CC=C(O)C=C7,85390234,131752764
173135,Eupalitin 5-rhamnoside,O1C([C@H](O)[C@H](O)C(O)[C@@H]1OC2=C3C(OC(=C(O)C3=O)C4=CC=C(O)C=C4)=CC(OC)=C2OC)C,85372243,44259753
185416,"Kaempferol 7,4'-dimethyl ether 3-neohesperidoside",O(C1[C@@H](O)[C@H](O)C(O[C@H]1OC2=C(OC=3C(C2=O)=C(O)C=C(OC)C3)C4=CC=C(OC)C=C4)CO)[C@@H]5OC([C@H](O)C(O)[C@@H]5O)C,85384293,44259573
192964,Quercetin 3-(2''-galloylgalactoside),O1C([C@H](O)C(O)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1OC3=C(OC=4C(C3=O)=C(O)C=C(O)C4)C5=CC(O)=C(O)C=C5)CO,85391739,44259121
176216,"3,6-Diglucopyranosyl-5,7-dihydroxy-4'-methoxyflavone",O1C(C(O)C(O)C(O)C1CO)C=2C(=O)C=3C(O)=C(C4OC(C(O)C(O)C4O)CO)C(O)=CC3OC2C5=CC=C(OC)C=C5,85375280,74977543
186012,Quercetin 7-(6''-tiglylglucoside),O1C([C@@H](O)[C@H](O)C(O)[C@@H]1OC=2C=C3OC(=C(O)C(=O)C3=C(O)C2)C4=CC(O)=C(O)C=C4)COC(=O)/C(/C)=C/C,85384873,44259135
192853,6''-O-(3-Hydroxy-3-methylglutaroyl)astragalin,O1C(C(O)C(O)C(O)C1OC2=C(OC=3C(C2=O)=C(O)C=C(O)C3)C4=CC=C(O)C=C4)COC(=O)CC(O)(CC(O)=O)C,85391629,23757216
185309,Apigenin 7-(2''-acetyl-6''-methylglucuronide),O1C([C@@H](O)[C@H](O)C(OC(=O)C)[C@@H]1OC=2C=C3OC(=CC(=O)C3=C(O)C2)C4=CC=C(O)C=C4)C(OC)=O,85384193,44257832
169248,"5,2',5'-Trihydroxy-3,6,7,4'-tetramethoxyflavone 5'-glucoside",O1C([C@@H](O)C(O)C(O)[C@@H]1OC=2C=C(C(O)=CC2OC)C=3OC=4C(C(=O)C3OC)=C(O)C(OC)=C(OC)C4)CO,85368426,44259887
175642,"2',8-Dihydroxy-3',4',5',7-tetramethoxyflavan",O1C(CCC2=C1C(O)=C(OC)C=C2)C=3C(O)=C(OC)C(OC)=C(OC)C3,85374715,75072284
